,negatif,neutre,positif,verbatim
1057,0,1.0,0.0,"CHAT coupe, Aucun Mail concernant les pieces qui seraient illisibles... soit dans la BAL soit dans les SPAMS..."
1058,0,0.0,1.0,Satisfaisant car il a repondu a mes attentes
1059,1,0.0,0.0,Attente. Reponse qui ne correspond pas a ma question puis plus de reponse pendant longtemps... ???
1060,0,0.0,1.0,good
1061,0,1.0,0.0,Conseillere: tres bien. Voir si Hello Bank finit par traiter mon dossier suite a sa relance.
1062,0,0.0,1.0,Le conseiller a repondu clairement a mes questions
1063,0,1.0,0.0,Reponse trop evasive du conseiller
1064,0,0.0,1.0,la reponse en direct 
1065,1,0.0,0.0,LE CONSEILLER A MIS FIN A LA CONVERSATION SANS REGLER MON PROBLEME NI DIRE AU REVOIR C EST SCANDALEUX
1066,1,0.0,0.0,le conseiller a ferme la conversation sans que je puisse lui poser aucune question.
1067,0,0.0,1.0,attente de traitement de mon dossier d ouverture de compte (20 jours actuellement)
1068,0,0.0,1.0,On a repondu a ma demande rapidement et j ai obtenu satisfaction.
1069,0,1.0,0.0,merci!
1070,0,0.0,1.0,Rapide et efficace
1071,0,0.0,1.0,Emilie a su me repondre tres simplement et clairement. Elle m a vraiment motive pour passer chez vous en me proposant une transition en douceur de mon ancienne banque vers la votre. Des la semaine prochaine j ouvre un compte !
1072,0,1.0,0.0,Je n ai pas eu de reponse... du coup je doit refaire un nouveau chat
1073,0,0.0,1.0,Demande traitee immediatement et surtout cette fois ci le conseiller m a repondu
1074,1,0.0,0.0,aucun echange aucune reponse. service bidon et inutile
1075,1,0.0,0.0,apres 10 min personne ne m a jamais repondu;;;
1076,1,0.0,0.0,aucune reponse a mes questions
1077,0,0.0,1.0,"Impeccable, gentil et reactif"
1078,0,1.0,0.0,toutes mes questions ont eu une reponse adaptee et correspondant a mes attentes. tres bien. merci !
1079,1,0.0,0.0,"A ma 2nde question, le conseiller n a plus voulu me repondre sans savoir si j etais deja client bnp. Conclusion, je vais voir la concurrence...Je suis vraiment sympa de vous en faire part !"
1080,0,0.0,1.0,reponses claires et rapides
1081,0,0.0,1.0,Tres satisfaite
1082,1,0.0,0.0,"je ne suis pas satisfait, service client n est pas a l ecoute et n apporte pas des solutions
"
1083,1,0.0,0.0,le chat se ferme avant que j ai pu poser ma question 
1084,1,0.0,0.0,Je n ai pas recu de reponse a ma demande
1085,0,0.0,1.0,"Tres bon echange, j ai eu reponse a toutes mes questions"
1086,0,1.0,0.0,Le service client 01 43 63 15 15 ne fonctionnait pas. J ai du utiliser le chat mais quelle perte de temps. Dommage.
1087,0,1.0,0.0,je n arrive pas a completer mon adresse
1088,0,1.0,0.0,"Cette fois-ci, votre resolution a ete rapide, contrairement comment j ai ete traite dans le passe."
1089,0,0.0,1.0,apres avoir parler avec plusieurs conseiller finalement j ai trouver un que finalement a resolu mon probleme
1090,1,0.0,0.0,la conversation a ete coupee avant que je puisse repondre ! 
1091,0,1.0,0.0,Pas de reponse
1092,0,1.0,0.0,Refus de m envoyer un code par SMS alors que connecte avec un autre compte lier au compte commun ...
1093,0,0.0,1.0,j ai obtenu une reponse rapide et clair a ma question
1094,0,0.0,1.0,tres rapide 
1095,0,1.0,0.0,Je suis toujours dans l incertitude.
1096,0,0.0,1.0,Rapidite des reponses et maitrise du sujet merci Halam
1097,0,1.0,0.0,la Banque Postale de Marseille un peu long desole Salutations .
1098,1,0.0,0.0,personne n a repondu a mon message
1099,0,0.0,1.0,"reactif,reponses precises interlocuteur aimable"
1100,0,1.0,0.0,J ai pu regler mon probleme directement. Merci
1101,0,1.0,0.0,J espere que l erreur concernant mon identite a ete corrigee.
1102,1,0.0,0.0,"Le conseillers vient de me clore la discussion, alors que je n ai meme pas pose toute mes questions!!!! simplement du jamais vue !!!!"
1103,0,1.0,0.0,"Amabilite simplement inexistante. Reponse froide, mais professionnel. Cette discussion me laisse sur ma faim, vos concurrent directs sont nettement plus accessible... dommage car vous avez largement plsu de service"
1104,0,0.0,1.0,"Conseiller courtois, qui semble efficace"
1105,1,0.0,0.0,Merci d avoir mis fin a la conversation sans avoir repondu a ma demande. Comptez sur moi pour vous faire de la bonne pub  !
1106,1,0.0,0.0,conseiller n a rien ajoute de valeur.
1107,1,0.0,0.0,Le conseiller s est deconnecte sans raison.
1108,0,1.0,0.0,envoi de carte visa premier
1109,0,1.0,0.0,Tres satisfaisait excepte pour le formulaire d avis qui me parait repondre a l inverse de mes reponses. Merci
1110,0,0.0,1.0,"reponse tres claire et rapide
"
1111,0,1.0,0.0,"Second contact, ouverture de compte trop longue (dossier en attente depuis 2 semaines), je trouve cela peu serieux envers de nouveaux clients..."
1112,1,0.0,0.0,Pas eu de reponses a la question - coupure net du tchat 
1113,0,1.0,0.0,les reponses sont trop courtes trop evasives pour des conseillers bancaires
1114,0,0.0,1.0,Top
1115,0,1.0,0.0,La rapidite de la reponse et La disponibilite du conseiller 
1116,0,1.0,0.0,process different d un interlocuteur a l autre :(
1117,0,0.0,1.0,Le conseiller s occupant de moi fut rapide et professionnel. Il a tres vite cerne le probleme et la resolu aussitot.
1118,0,1.0,0.0,surpris que vous ne permettez pas d avoir un encours pour avoir une carte gold comme le font d autres banques en ligne.
1119,1,0.0,0.0,rien a marcher
1120,0,1.0,0.0,2e fois que je contacte un conseiller et les reponses sont longues et pas commercante du tout
1121,0,0.0,1.0,super je recommande
1122,0,1.0,0.0,"J ai ete  tres  bien conseille
"
1123,0,0.0,1.0,Echange rassurant sur tous les bugs informatique present (Virement des livrets et ouverture LDD)
1124,1,0.0,0.0,aucune consideration de la relation client. Commercialement honteux
1125,1,0.0,0.0,"Aucune visibilite sur la date de reception de ma CB. Heureusement que je n ai pas fait virer ma paye en decembre sur ce compte. Je n ai aucun moyen de paiement a ce jour pour une demande d ouverture au 19/12, un RIB recu le 26/12. "
1126,0,0.0,1.0,J ai eu la reponse a ma question en 2 minutes : tres satisfaisant!
1127,0,0.0,1.0,Reponse assez rapide (1 minute en moyenne) et conseiller efficace. 
1128,0,0.0,1.0,"Reponse clair et rapide 

"
1129,0,1.0,0.0,renvoi a la consultation du site au lieu de repondre a mes questions precises. Si il faut que je me lise tout le site je vois pas l interet de pouvoir poser une question
1130,1,0.0,0.0,"Deconnection
"
1131,0,1.0,0.0,Fin de message sans reponse a ma derniere question.
1132,1,0.0,0.0,Pas de reponse attendu
1133,0,0.0,1.0,le tchat est tres reactif.
1134,0,0.0,1.0,Merci
1135,0,1.0,0.0,on me demande no de telephone  mobile je peu le fourni elle meme na pas portable
1136,0,1.0,0.0,Je n en sais pas beaucoup plus qu avant de poser ma question (je suis cense recevoir un mail que je ne recois pas). De plus la reponse ne me satisfait pas: 30 jours pour une analyse de dossier quand chez Boursorama cela prend a peine une semaine.
1137,0,1.0,0.0,information rapide mais ce serait top si on pouvait parler via un micro
1138,0,1.0,0.0,le chat bug souvent (interruption de conversation) ce qui oblige a reprendre avec un autre conseiller
1139,0,1.0,0.0,il manque des pieces dans le dossier et je l apprends en demandant moi meme au conseiller pourquoi cela n avance pas personne ne m a mise au courant
1140,1,0.0,0.0,"Au bout de 4 min d attente, personne n a echange avec moi"
1141,1,0.0,0.0,Le chat a termine avant repondre ma question.
1142,0,0.0,1.0,Tres bien
1143,1,0.0,0.0,aucune reponse de votre part
1144,0,1.0,0.0,c est chaque annee la meme demande et pas la meme reponse
1145,1,0.0,0.0,"Vs ne repondez pas a ma question,vous arretez la conversation et vous voulez que je sois satisfait???"
1146,0,1.0,0.0,Retablir le lien tchat depuis l onglet contacter de l espace client serait une bonne chose. Actuellement seulement dispo depuis la page d accueil du site. 
1147,0,0.0,1.0,"l echange avec le conseiller etait assez fluide, pas trop d attente de ses reponses... Par contre, j ai eu beaucoup de mal a trouver le lien sur le chat..."
1148,1,0.0,0.0,Pas eu de reponse
1149,0,0.0,1.0,Efficacite de mon interlocutrice
1150,1,0.0,0.0,Aucune reponse
1151,1,0.0,0.0,Je me suis fait couper la conversation apres pres de 10 minutes sans reponse (et je n ai pas eu de coupure reseau :) )
1152,0,1.0,0.0,"long a repondre, l operateur s est trompe d adresse de messagerie. Peu d informations donnees sur le LEP."
1153,0,0.0,1.0,Reponse rapide et claire.
1154,0,0.0,1.0,Rapidite et efficacite de la reponse.
1155,0,0.0,1.0,"reponse rapide, merci"
1156,0,1.0,0.0,"Je me suis trompe de note, j ai ete tres satisfait de la conversation."
1157,1,0.0,0.0,l operateur a coupe court a la conversation sans me donner de reponse.
1158,1,0.0,0.0,Je n ai pas eu de contact avec un conseiller. Le chat m a directement dit que  la conversation etait terminee . 
1159,0,0.0,1.0,reponses claires et rapides
1160,0,1.0,0.0,"L interlocutrice a su repondre a mes attentes, j attends toutefois de verifier l issu positive annoncee a mon dossier. Je suis toutefois extremement mecontent par les service des conseillers HELLO BANK."
1161,0,0.0,1.0,merci pour la reponse rapide
1162,1,0.0,0.0,Le conseiller est parti demander un accord et je n ai pas eu de reponse
1163,0,1.0,0.0,J attends ma reponse svp mais sauve moi de cette banque pour laquelle je travaille en plus. .....cordialement Mr Lagier. ..
1164,1,0.0,0.0,je n ai pas eu acces a ma reponse !
1165,0,0.0,1.0,"Rapide, clair, solution trouvee :)"
1166,0,0.0,1.0,reponse immediates ...  
1167,0,0.0,1.0,Disponibilite quasi immediate !!
1168,0,1.0,0.0,La reponse n etait pas celle attendue. Hello bank! ne propose pas le service que j attendais.
1169,0,0.0,1.0,bonne reactivite merci
1170,0,1.0,0.0,"Reponse correspondant a ma demande.
"
1171,0,0.0,1.0,"Reponse rapide, complete et claire"
1172,0,0.0,1.0,"Clement a repondu a toutes mes questions avec precision et rapidite, tout en etant tout a fait agreable. J ai pu obtenir des informations qui ne sont pas forcement facilement trouvable par soi meme sur le site de Hellobank."
1173,0,0.0,1.0,rapidite et clarete
1174,0,0.0,1.0,"Super HELLO BANK , SERVICE grande qualite , Personnel competences "
1175,0,0.0,1.0,"Le conseiller a compris mon probleme, reste plus qu a attendre pour savoir s il va le resoudre car c est deja mon 3eme contacte avec le chat pour la non reception de ma carte bancaire depuis 3 semaines."
1176,1,0.0,0.0,Pas de reponse a ma question.
1177,0,0.0,1.0,"Rapidite de reponse 
"
1178,0,1.0,0.0,Fausse communication sur les delais au lancement de la creation du compte
1179,0,1.0,0.0,Je n ai pas eu de reponse a ma derniere question...
1180,1,0.0,0.0,AUCUNE REPONSE
1181,0,0.0,1.0,reponse clair rapide et courtoise
1182,1,0.0,0.0,On ma fermer la boite de dialoguer en me laissant sans reponse
1183,1,0.0,0.0,Aucune reponse
1184,0,0.0,1.0,parfait merci !
1185,1,0.0,0.0,"Je suis en attente d informations depuis le 14/12 sur l ouverture d un compte joint et personne ne sais quoi me dire, je me fais balader de reponses approximatives en reponses completement hors sujets."
1186,1,0.0,0.0,"ehange nul, banque en ligne nul, ne respecte pas les delais. c est totalement inacceptable."
1187,0,1.0,0.0,c est correct 
1188,0,0.0,1.0,Reponse rapide et complete
1189,0,0.0,1.0,J ai les reponses a mes questions et rapidement. Merci
1190,1,0.0,0.0,j etait sur le point d ouvrir un compte mais au vue de la reponse obtenir avec beaucoup d ironie je ne ferais pas dommage 
1191,0,1.0,0.0,Je n ais pas eu de reponse a ma qestion
1192,1,0.0,0.0,Pas le temps d ecrire la question que la conversation est terminee
1193,0,1.0,0.0,"Pas de reponse a ma demande. La conseiller a coupe la conversation sans repondre a ma 2eme question, de plus le temps d attente etait long. Ni bonjour ni au revoir !"
1194,0,1.0,0.0,Encore trop de bugs et d approximation malgre la bonne humeur et la bonne volonte du conseiller qui fait ce qu il peut.
1195,0,0.0,1.0,Tres satisfaite conseiller clair et precis dans ses reponses
1196,0,1.0,0.0,Impossibilite de transmettre des pieces justificatives complementaires par Internet apres un delai trop long (delai du au temps de traitement par Hellobank!). 
1197,0,0.0,1.0,Parfait!
1198,0,0.0,1.0,"Merci, conseils precis. (desole la connection a coupee)"
1199,0,1.0,0.0,Conditions HB
1200,0,1.0,0.0,La conversation a ete coupee alors que l operateur etait entrain de verifier ma demande
1201,0,1.0,0.0,Bien
1202,0,1.0,0.0,l echange ne m a pas satisfait car le tchat est beaucoup trop long et ne m a jamais dit pourquoi je n ai pas reussi a me connecter pour le suivi de mon dossier 
1203,0,1.0,0.0,Conseiller tres agreable repondant rapidement et efficacement a la demande.
1204,0,0.0,1.0,conseillere rapide
1205,0,0.0,1.0,reponse rapide et efficaces
1206,1,0.0,0.0,Le conseiller n a pas repondu a la question posee et a mis fin a l echange.
1207,0,0.0,1.0,j ai simplement la reponse a ma demande et en temps reel
1208,0,1.0,0.0,"La personne a coupe la conversation alors qu elle n etait pas termine. C est la premiere fois que j ouvre un tel compte, j avais quelques questions!"
1209,0,0.0,1.0,Excellent accueil et reponse
1210,1,0.0,0.0,pas repondu a la question !!!
1211,1,0.0,0.0,aucun message recu de votre part !  
1212,0,1.0,0.0,je patiente comme il me l a ete conseille mais je ne sais pas jusqu a quand....
1213,0,1.0,0.0,"delais de reponse tres long, mais les infos ont ete donnees quand meme"
1214,0,1.0,0.0,Rapidite de reponse
1215,0,0.0,1.0,efficace
1216,1,0.0,0.0,Personne pour me repondre
1217,0,0.0,1.0,"reponse a ma demande, simple precis rapide"
1218,0,1.0,0.0,le chat a coupe et impossible de se reconnecter
1219,0,1.0,0.0,J ai recu en double les messages du tele-conseille. Et je trouve dommage de ne pas avoir eu la possibilite de commander moi meme mes bordereaux de remise de cheque directement depuis l espace client.
1220,0,0.0,1.0,"Rapide, precis."
1221,1,0.0,0.0,"je voulais avoir des renseignements pour l ouverture d un compte, et le conseiller m a renvoye sur des pages a lire moi meme. Si j ai pris la peine de poser des questions sur un chat, c est pas pour qu on me renvoie sur un site. Ou est l interet?"
1222,1,0.0,0.0,Pas de reponse a ma demande
1223,0,0.0,1.0,Reponse rapide et efficace
1224,0,0.0,1.0,la conseillere a bien pris le temps de regarder mon dossier. 
1225,0,1.0,0.0,"Le conseiller a ete parfait, contrairement a votre ouverture de compte qui prend un temps fou, plus d un mois dans mon cas !"
1226,0,0.0,1.0,bien repondre les questions. Merci
1227,1,0.0,0.0,je n ai jamais eu de reponse a mon message
1228,0,0.0,1.0,"Conseiller bien renseigne
"
1229,1,0.0,0.0,Personne ne m a repondu...
1230,0,1.0,0.0,Ca va bien plus vite au telephone sauf si il y 15 mn avant  d avoir quelqu un
1231,0,0.0,1.0,J ai eu tres rapidement des reponses tout a fait claires et correspondant parfaitement a la nature de ma demande
1232,0,1.0,0.0,"pas de solution par internet
renvoi vers agence :-("
1233,0,0.0,1.0,Tres satisfait de l echange avec le conseiller mais la banque n a pas repondu a mes attentes; Dommage car vous perdez la possibilite d avoir un nouveau client !
1234,1,0.0,0.0,"pas de reponse, la conversation a ete interrompue"
1235,0,0.0,1.0,repondu a ma question
1236,1,0.0,0.0,je n ai pas eu de reponse !
1237,0,1.0,0.0,Satisfait sous reserve de resultat.
1238,0,1.0,0.0,J ai eu une reponse clair sur ce que je souhaitais.
1239,0,0.0,1.0,Merci pour le transfert de mon compte. C etait simple et rapide.
1240,0,0.0,1.0,Vraiment super! Facile et simple et surtout rapide pour rendre une reponse =) 
1241,1,0.0,0.0,j ai pu eu de resolution a mon PB.
1242,0,1.0,0.0,"il n a pas pue regler mon souci de sms de confirmation 
"
1243,0,0.0,1.0,A parfaitement repondu a mes questions
1244,0,1.0,0.0,Une relance est faite grace au chat conseiller.
1245,1,0.0,0.0,pas de reponse...
1246,0,0.0,1.0,les reponses personnelles sont immediate
1247,0,0.0,1.0,Car il a solutionne mon probleme. Le conseiller a pris le temps de comprendre mon probleme et de chercher une solution en passant par plusieurs etapes.
1248,0,0.0,1.0,"J avais des questions, j ai eu des reponses..."
1249,1,0.0,0.0,"je n ai eu aucune reponse, c est la 2eme fois que le chat se ferme sans raison !!"
1250,0,0.0,1.0,Tres satisfait
1251,0,1.0,0.0,"De bonne reponse mais assez long pour repondre a des moments , rien de grave."
1252,1,0.0,0.0,Pas reponse a ma question
1253,1,0.0,0.0,je n ai pas eu le temps de voir la reponse il a ferme la fenetre!!
1254,0,1.0,0.0,Systeme en panne
1255,0,1.0,0.0,"Pour une fois, ma demande a reellement ete traitee."
1256,0,1.0,0.0,Probleme informatique qui n as pas pu resoudre mon probleme 
1257,0,1.0,0.0,La discussion a ete cordiale mais n a pas resolu le probleme.
1258,0,1.0,0.0,trop long a repondre aux questions
1259,0,1.0,0.0,"Ma demande d ouverture de compte traine depuis le 27/12/2016, et je n ai aucune idee de quand cette ouverture sera effective. Cette conversation ne m a apporte aucun element de reponse supplementaire."
1260,1,0.0,0.0,Je n ai pas eu de reponse du tout !!!
1261,1,0.0,0.0,personne a repondu!!!
1262,0,0.0,1.0,Il ma aider dans mes demarche
1263,1,0.0,0.0,J ai pose des questions le conseiller a stopper cour a notre conversation. Ce n est pas du tout pro. Je pense resilier l ouverture de mon compte..........
1264,1,0.0,0.0,pas de reponse!
1265,1,0.0,0.0,"attente longue puis plus rien
"
1266,1,0.0,0.0,Nouveau compte inaccessible et annonce d envoi de nouveaux identifiants... par lettre... Une banque EN LIGNE
1267,1,0.0,0.0,"pas eu le temps de lire la reponse du conseille que la communication a ete interrompue. !!!!!
"
1268,1,0.0,0.0,"La conversation a ete fermee(terminee) sans que je n ai eu de reponse a ma question.Je commence a regretter vraiment de m etre souscrit a Hello Bank.Les erreurs, et la mauvaise communication des conseillers n est pas acceptable !!"
1269,0,0.0,1.0,Tres satisfait merci
1270,0,0.0,1.0,"super rapide , merci :)"
1271,0,1.0,0.0,"Parfait, rapide et efficace"
1272,1,0.0,0.0,On attend bien trop longtemps pour avoir des reponse du coup on regarde autre chose et 2 seconde apres le chat est ferme sans pouvoir visualiser la reponse... !!!!
1273,0,1.0,0.0,"Evitez les fautes d orthographes...
"
1274,1,0.0,0.0,Impoli
1275,1,0.0,0.0,reponse a cote de la plaque et delai de reponse tres long
1276,0,0.0,1.0,Parfait !
1277,1,0.0,0.0,"On m a demande de aptienter et le tchat s est
 arrete au bout de  5mn, jamais eu de reponse!"
1278,0,0.0,1.0,la rapidite des reponses et la simplicite de la procedure 
1279,1,0.0,0.0,la conversation a coupe...
1280,0,0.0,1.0,merci
1281,1,0.0,0.0,"Reponse donnee par le conseiller: on ne fait pas partie de l equipe des credits, ils vont vous appeler au plus vite. J ai besoin d une date previsionnelle."
1282,0,0.0,1.0,Efficace !
1283,0,1.0,0.0,2
1284,0,0.0,1.0,Conseiller reactif et a l ecoute sur ma demande apres presque 2 semaines depuis la demande d ouverture de compte. Service client appreciable
1285,0,1.0,0.0,Contact plus froid ca n existe pas :)
1286,0,0.0,1.0,"Reponse rapide, efficace et claire"
1287,1,0.0,0.0,aucun interlocuteur
1288,0,0.0,1.0,Facilite de questionnement
1289,1,0.0,0.0,2 tentatives de connexion echouees pour un commerce qui decide de tout traiter en ligne.....
1290,0,0.0,1.0,Politesse irreprochable 
1291,0,1.0,0.0,j ai du m absenter 5/10 minutes et je n ai plus acces aux echanges ? vais je recevoir un recapitulatif ? merci
1292,1,0.0,0.0,Aucune reponse de la part du conseiller. Meme pas un signe de vie... Pas tres satisfaisant.
1293,1,0.0,0.0,n A JAMAIS REPONDU.
1294,0,0.0,1.0,"Reponses rapides et precises.
Volonte de l interlocuteur de comprendre le probleme et de trouver la solution adaptee. Merci a lui !"
1295,0,1.0,0.0,"C etait lent par moment.
Il n y a pas de suivi pour l envoi d une carte bancaire. on dit que c est envoye mais on est pas sur (on me l a dit deux fois)"
1296,0,0.0,1.0,"Rien a redire
"
1297,0,1.0,0.0,Justificatifs de domicile suite a hebergement 
1298,1,0.0,0.0,Je n ai pas obtenu de reponse a ma demande
1299,0,0.0,1.0,tres bonne reactivite
1300,1,0.0,0.0,Le conseiller n a repondu a aucunes de mes demandes. Et il m a laisse pendant de longs moments a attendre sa reponse jusqu a disparaitre sans me prevenir!
1301,0,1.0,0.0,"Le conseiller etait tres bien. Nous trouvons juste le delai d attente sans aucune nouvelle de notre demande dossier, long pour un service en ligne qui se veut reactif (indique quelques jours sur le site). "
1302,0,0.0,1.0,simplicite et efficacite 
1303,1,0.0,0.0,Nul
1304,0,0.0,1.0,rapide efficace merci 
1305,0,0.0,1.0,merci pour cette echange qui m a donne tous les renseignements necessaires.
1306,0,1.0,0.0,"j ai obtenu tout les renseignements dont j avais besoin avant de souscrire,"
1307,0,0.0,1.0,j ai eu la reponse a ma question et de plus dans un temps tres correct. 
1308,1,0.0,0.0,"j aurais avoir des reponses precises, avant de m engager j aurais voulu les conditions"
1309,1,0.0,0.0,La session a ete clotures alors que le conseille n avait pas repondu a toutes mes questions
1310,1,0.0,0.0,techniquement bon mais manque de sens commercial
1311,1,0.0,0.0,JE N AI PAS EU DE REPONSE ??????
1312,0,0.0,1.0,reponse claire
1313,0,1.0,0.0,Nous avons pu deceler un probleme technique sur votre serveur d identification 
1314,0,1.0,0.0,reponses rapides et precises
1315,1,0.0,0.0,JE N ai pas eu de reponse
1316,0,0.0,1.0,"Conseiller tres sympa et reactif, merci"
1317,1,0.0,0.0,"au telephone pas possible de vous joindre
par chat pas de reponse"
1318,0,0.0,1.0,Rapide et efficace
1319,0,0.0,1.0,Reponse a une question precise!!!
1320,1,0.0,0.0,Je n arrive pas a remplir la case  adresse de l employeur  et n ai pas recu de solution
1321,1,0.0,0.0,votre conseiller n a pas de visibilite sur mon dossier et pas particulierement prompt a m aider a resoudre mon probleme 
1322,0,0.0,1.0,J ai resolu trois sujets avec un seul chat. Tres bon service !
1323,1,0.0,0.0,que se soit au tel ou chat on vous jette??? 
1324,1,0.0,0.0,"J ai demande un cloture de compte, la conseillere a coupe la conversation... Tres mauvaise experience client"
1325,0,1.0,0.0,"Ma resolution de probleme est bloquee par un bug informatique, et la cause du probleme n est pas vraiment justifiee ;-("
1326,0,0.0,1.0,noemi tres serieuse dans ses conseils merci beaucoup a elle!
1327,1,0.0,0.0,quelle est la conclusion ?
1328,0,1.0,0.0,rapide net et precis 
1329,0,0.0,1.0,Belle reactivite et bonne comprehension de mes problematiques.
1330,1,0.0,0.0,Trop long pour une seule reponse 30 minute
1331,1,0.0,0.0,manque de reactivite et reponses peu utiles.
1332,0,1.0,0.0,"pas de reponse immediate,dois attendre 48h"
1333,0,1.0,0.0,"Echange cordial, la qualite de l echange n est pas a remettre en cause cela dit je ne suis pas plus avance qu avant notre echange."
1334,1,0.0,0.0,LE CHAT A ETE DECONNECTE ALORS QUE J ETAIS EN ATTENTE DE REPONSE
1335,1,0.0,0.0,"au bout de 3 minutes d attente, je me suis occupe a faire autre chose. Quand je suis revenu, la conversation etait terminee ET LA REPONSE DU CONSEILLER N ETAIT PAS AFFICHEE !!!!!  Je ne sais donc meme pas s il a repondu !"
1336,0,0.0,1.0,Merci
1337,0,0.0,1.0,Reponse claire et rapide
1338,0,0.0,1.0,MERCI
1339,1,0.0,0.0,"Dossier en attente depuis plusieurs semaines, service client incapable de me renseigner, mal polis , tres desagreable au telephone,..."
1340,0,0.0,1.0,"Aminata a ete tres efficace, elle a resolu mes 2 problemes en deux temps trois mouvements (deblocage immediat des virements sepa & passage en debit differe comme j avais demande a la souscription)."
1341,0,0.0,1.0,Excusez-moi je n ai pas termine la conversation mais merci pour votre aide
1342,1,0.0,0.0,"Delai de reponse trop longs, discussion fermee alors que je n ai pas eu de reponse"
1343,1,0.0,0.0,"Erreur de la part du conseiller dans les tarifs, mauvais conseils, politique peu claire, temps de reponse eleve"
1344,1,0.0,0.0,Je n ai absolument pas eu la reponse a ma question pourtant simple. 
1345,0,0.0,1.0,Reponses claires et rapides. Merci
1346,1,0.0,0.0,"Nous n avons pas pu savoir pourquoi notre demande d ouverture de compte joint n a pas ete acceptee.

Conseiller froid."
1347,0,1.0,0.0,Je suis satisfaite. J ai eu des reponses claires a mes questions. De plus il m a semblait que le conseiller etait tres efficace.
1348,1,0.0,0.0,"J ai du repeter plusieurs fois la meme chose... Et n ai pas obtenu satisfaction, meme partiellement."
1349,0,1.0,0.0,"Tchat rapide et efficace, par contre  je saurais dans une semaine si vous avez recu ou non la simulation que j ai faite en ligne  c est super long comme delai pour une simple confirmation de reception."
1350,1,0.0,0.0,ca n a pas repondu a ma demande
1351,0,1.0,0.0,3 semaines pour valider un rib!Car une case en trop sur la saisie manuel!!Cette-fois ci ca marche mais 4/5 echanges pour se faire comprendre!!
1352,0,0.0,1.0,"Relation rapide,mon interlocteur a acces rapidement a mon dossier.Reponse claire et precise."
1353,0,0.0,1.0,les reponses sont un petit peu longue sinon ca va
1354,0,0.0,1.0,Merci a Valentine.
1355,0,1.0,0.0,la conversation s est terminee alors qu on etait entrain d echanger avec le conseiller??
1356,0,1.0,0.0,Merci de cet echange. Antoine
1357,1,0.0,0.0,le but d une conversation c est d y repondre surtout quand il y a un soucis et que votre clients est a l etranger sans pouvoir acceder a ses propres sous ! 
1358,1,0.0,0.0,le conseiller n a a aucun moment repondu a ma demande et a donner des conseils bidon concernant une problematique qui n avait rien a avoir
1359,0,1.0,0.0,La fenetre de discussion s est fermee sans que je puisse prendre connaissance du dernier message.
1360,1,0.0,0.0,Le conseiller m a demande d attendre un instant et apres ca coupe le chat. 
1361,0,0.0,1.0,"contrairement a hier, j ai eu des reponses precises a mes interrogations. je suis satisfaite et espere retomber sur ce conseiller, qui est tres reactif et competent"
1362,0,0.0,1.0,Tres bon service !
1363,0,1.0,0.0,Reponse simple 
1364,0,0.0,1.0,Reponse rapide et precise
1365,0,0.0,1.0,"Le conseiller a repondu a mes questions rapidement et de facon precise. Il y a juste le temps d attente pour la prise en charge qui pourrait etre un peu reduit, mais en dehors de ca, tres satisfaite"
1366,1,0.0,0.0,il m a jamais repondu ma demande
1367,1,0.0,0.0,Me repond pas a mes questions. 
1368,1,0.0,0.0,Nul
1369,1,0.0,0.0,Fin du chat conseiller avant d avoir obtenu une reponse
1370,1,0.0,0.0,ecoeuree
1371,1,0.0,0.0,Attente de 10 minutes sans reponse...
1372,1,0.0,0.0,delai vraiment trop long pour finaliser mon dossier. je me retrouve dans une situation tres inconfortable sans aucuns moyens de paiement. tres decus
1373,0,1.0,0.0,j etais en train de noter toutes les informations a l ecran quand est apparu ce sondage qui les a toutes ecrasees !!!!
1374,0,0.0,1.0,stephane a ete tres pro et sympathique. Reponse rapide et efficace. 
1375,0,1.0,0.0,Reponse rapide j espere efficiente a present 
1376,1,0.0,0.0,they never responded to the chat
1377,0,1.0,0.0,"Je trouve le delai de reponse un peu long
"
1378,0,1.0,0.0,rapide et efficace beaucoup plus satisfaisant pour la rapidite des reponses par rapport a l appel telephonique
1379,0,1.0,0.0,"en attente d acceptation de mon dossier pour ouverture d un compte joint. depuis 10 jours aucune avancee
"
1380,0,0.0,1.0,Parfait
1381,0,0.0,1.0,DEMANDE TRAITEE RAPIDEMENT / GRANDE REACTIVITE/ TRES SATISFAITE
1382,0,1.0,0.0,"j ai du me rendre compte par moi meme que le virement que j avais effectue n apparaissait pas au bon endroit dans les ecritures de compte
en effet les ecritures de debut fevrier sont classees avant celles de janvier !
"
1383,0,1.0,0.0,1er chat coupe ... donc on repete ! mais le 2eme fut le bon ! c est quand meme pratique !
1384,1,0.0,0.0,Attendre 5 minutes entre chaque reponse...
1385,1,0.0,0.0,"ma question est restee sans reponse, la conversation a ete terminee sans rien me demander..."
1386,1,0.0,0.0,Personne ne repond a chaque fois que je me connecte PUTAINT DE MEEEEEEEEERDE !!!!!!
1387,1,0.0,0.0,"ma compagne et moi essayons en vain depuis plus d un mois de finaliser votre offre. Alors une toute derniere fois nous vous demandons de nous appeler au 0325406030. Merci de votre implication
"
1388,0,0.0,1.0,Super service de chat.
1389,1,0.0,0.0,Mon chat a etait cloturer sans que je le fasse.
