,l1,l2,l3,phrase
13769,0,1.0,0.0,Bon dans l ensemble.
13770,1,0.0,0.0,"Tres professionnelle et efficace ! Merci ,cordialement nadia
kassis"
13771,1,0.0,0.0,Nul je n ai pas eu le temps d ecrire mon message 
13773,1,0.0,0.0,Echange rapide et efficace.
13774,1,0.0,0.0,efficace 
13775,1,0.0,0.0,"La fenetre de chat a disparu une fois mais sinon cela c est bien
passe, + pratique pour avoir quelqu un que le telephone"
13778,0,1.0,0.0,C est dommage on a pas fini de parler..
13780,1,0.0,0.0,tres rapide. ce que j attendais de cet echange
13781,1,0.0,0.0,Tres utile conversation
13782,1,0.0,0.0,Hate de me barrer chez Boursorama
13783,1,0.0,0.0,Personne qui m a repondu rapidement et a traite ma demande
13789,1,0.0,0.0,Merci c est genial
13790,0,1.0,0.0,"Le chat est tres pratique,
La conseillere a bien detaille les reponses qui etaient pertinentes.
Le temps de reponse est un peu long mais reste correct.
L echange est tres cordial. Merci pour ce service."
13792,1,0.0,0.0,echanges tres proffessionnel et diplomate
13793,1,0.0,0.0,"Jai pas eu le temps de prendre le numero de bnp que le conseille
ma donne la fenetre du chat c ferme meme si le conseiller ma bien pris en
charge"
13794,1,0.0,0.0,tres bien
13795,1,0.0,0.0,trop lent et ne dispose pas d informations 
13797,1,0.0,0.0,"La conversation s est terminee d elle meme sans meme recevoir de
reponse"
13798,0,1.0,0.0,"Le chat est ferme et il y a avait des informations que je
voulais noter (numero de telephone et adresse internet). Comment faire ?"
13799,1,0.0,0.0,"Rien n est pire pour un Client que le manque de fiabilite de sa
banque !!!..."
13800,1,0.0,0.0,merci pour cet echange
13801,1,0.0,0.0,On ne m?a pas repondu ! 
13805,0,1.0,0.0,Tres bien.
13806,1,0.0,0.0,"si la fonction  commande de chequier  avait fonctionne, je
n aurais pas eu besoin d utiliser le chat "
13807,1,0.0,0.0,"tres bien passe , et j ai eu tout les reponse demander .
Merci :)"
13809,1,0.0,0.0,Lw conseiller a juste quitte la conversation sans prevenir
13810,1,0.0,0.0,Personnel competent ca fait plaisir
13811,0,1.0,0.0,"service client ligne au top , mais alors conseiller et relation
client a revoir , 20 ans que je suis bnp , je pense partir de la banque "
13812,1,0.0,0.0,"la conseillere en ligne  que j ai eu m as fourni toute les
informations que je voulais sur place, j apprecie le gain de temps "
13814,1,0.0,0.0,"Conseiller a l ecoute, je suis tres satisfaite :)"
13815,1,0.0,0.0,serviable
13817,1,0.0,0.0,rapide et efficace
13820,1,0.0,0.0,Merci
13822,0,1.0,0.0,on a repondu a mes questions 
13828,1,0.0,0.0,L echange avec le conseiller du Chat a ete parfait.
13830,0,1.0,0.0,Je n ai pas vu votre reponse
13831,1,0.0,0.0,"Service client parfait. Cependant, vous auriez pu envoyer un
mail/sms/telephoner pour me prevenir du changement de domicilation de mon
compte courant : cela m aurait eviter d avoir recours au service client !
"
13832,1,0.0,0.0,"a quoi bon chatter avec un conseiller en ligne si c est pour
nous rediriger vers son conseiller personnelle. (sous pretexte qu il non
pas l habilitation pour) "
13833,1,0.0,0.0,"je n ai meme pas eu le temps de terminer ma frappe avant d etre
coupe : c est aberrant !!!"
13834,1,0.0,0.0,a l ecoute et reponse immediate
13835,1,0.0,0.0,"super service, efficace et gentil !!
"
13836,1,0.0,0.0,CHAT TRES PERFORMANT MERCI
13837,0,1.0,0.0,tres bien accueilli par ce conseille..
13839,1,0.0,0.0,"Tres sympa, reponse rapide et utile. Merci bcp "
13840,1,0.0,0.0,Merci de votre gentillesse 
13842,1,0.0,0.0,"Priscilla a tres bien repondu ea mes besoins.
Merci "
13844,0,1.0,0.0,"Le service demande a tres bien etais fait mais pourquoi on me
tien la jambe avec un pel tous ca tous ca ...
"
13846,1,0.0,0.0,"rien a dire service irreprochable c est la premiere fois que je
l utilise et j en suis tres tres satisfaite merci"
13847,1,0.0,0.0,"toujours la pour repondre a nos question et toujours bien
diriger"
13848,1,0.0,0.0,Conseiller tres sympathique et efficace 
13850,1,0.0,0.0,"
test MOA"
13851,1,0.0,0.0,Aucune utilite ds la reponse apportee
13852,1,0.0,0.0,pas de reponse
13853,1,0.0,0.0,"Merci Tiffany pour votre aide ! Vous etes gentille et
serviable !"
13854,1,0.0,0.0,"Bon echange
"
13857,0,1.0,0.0,"C est vraiment laborieux comme pour tout chat. En l occurrence
le sujet etant brulant cela valait le coup."
13860,1,0.0,0.0,rien a ajouter
13863,1,0.0,0.0,"allo
"
13864,1,0.0,0.0,"Je n ai pas pu voir la reponse du conseiller, le chat s en ferme
avant.."
13866,1,0.0,0.0,Bon echange !
13867,1,0.0,0.0,Tres bien 
13869,1,0.0,0.0,Service non fonctionnel
13870,0,1.0,0.0,"J aurais aime avoir toutefois quelques elements de reponse, en
attendant de contacter mon nouveau conseiller. Merci."
13871,1,0.0,0.0,Efficace
13874,1,0.0,0.0,Merci
13875,1,0.0,0.0,"Je voudrais cloturer mon compte mais vous avez dit que je dois
envoyer le courrier a mon agence, je suis maintenant en Chine."
13877,1,0.0,0.0,pas de repoinse ! 
13879,1,0.0,0.0,"La conseillere est tres claire et efficace, mais
l infrastructure du service chat laisse a desirer : de nombreux messages
sont coupes"
13883,1,0.0,0.0,"Seule solution propose pour deposer des pieces de monnaie d une
tirelire d enfant et d aller chez le boulanger pour faire al monnaie!!!
Etrange"
13885,1,0.0,0.0,Eu personne!
13888,1,0.0,0.0,Merci:)
13889,1,0.0,0.0,conseillere fort sympathique.
13890,1,0.0,0.0,Le conseiller s est deconnecte apres avoir fait ma demande
13891,0,1.0,0.0,"J ai ete parfaitement renseignement mais le seul bemol est le
temps de reponse."
13893,1,0.0,0.0,Le chat s est coupe seul
13895,1,0.0,0.0,Interoluctrice tres agreable
13896,0,1.0,0.0,facile et rapide.
13897,1,0.0,0.0,"Super echange, rapide, precis. Solution trouvee rapidement.
Parfait !"
13899,1,0.0,0.0,"Parfait, comme d?habitude "
13900,0,1.0,0.0,Le service est parfait mais le cout est cher
13901,1,0.0,0.0,"La conversation a ete interrompu sans que j ai de reponse a ma
question ! "
13903,1,0.0,0.0,"Tout operateur devrait faire un travail de finesse et de fond,
comme l a fait Francois a l instant c est top!!"
13904,1,0.0,0.0,Un grand merci pour vos reponses et votre rapidite.
13905,1,0.0,0.0,une personne tres agreable et qui a su bien m informer 
13907,1,0.0,0.0,Joris a ete tres clair et pertinent pendant notre echange. 
13908,1,0.0,0.0,Service rapide et efficace.
13909,1,0.0,0.0,"L echange avec la conseillere etait clair rapide et donc
efficace. "
13910,0,1.0,0.0,"j ai ete decu de communiquer avec un inconnu qui ne m a donne
que son prenom alors qu il m a demande en retour mon nom prenom et autres
donnees confidentielles.  a partir de cet instant on  doute. "
13911,1,0.0,0.0,C magnifique
13912,0,1.0,0.0,"bien mieux que le telephone!
"
13913,0,1.0,0.0,Kevin a ete rapide et efficace. Le chat n est pas tres fluide.
13915,1,0.0,0.0,"Excellent !! Reponses claires et conseiller totalement a
l ecoute, un tres grand merci"
13916,1,0.0,0.0,"Le demarchage vis-a-vis de l assurance appareils nomades est un
peu trop insistant."
13919,1,0.0,0.0,"J ai ete tres bien conseille et nous avons pris le temps pour
tout resoudre. Je suis tres satisfaite"
13921,1,0.0,0.0,"tres bonne conseillere mais etablissement bancaire qui va perdre
son client dans pas tres longtemps au vue des frais de gestions prohibitif
que vous ponctionnez allegrement !
c est clairement du racket !"
13922,1,0.0,0.0,"Tres bon service, c est tout bon."
13923,1,0.0,0.0,. 
13926,1,0.0,0.0,"Rapidite, serviabilite"
13927,1,0.0,0.0,"Tres bonne comprehension a repondu a toutes mes attentes merci
beaucoup Priscilla"
13929,1,0.0,0.0,Merci
13930,0,1.0,0.0,"Je n ai pas pu achever la conversation, et impossible de
relire!"
13931,1,0.0,0.0,service chiant
13933,0,1.0,0.0,"Echange ok mais laborieux. Globalement inefficace, les
conseillers en ligne n ont la main sur rien du tout."
13934,1,0.0,0.0,"Rapide precis et efficace ...Merci a Melanie pour sa
reactivite ... :-)"
13935,1,0.0,0.0,Pas de reponse 
13936,1,0.0,0.0,Je suis completement satisfait par votre service client. Merci
13937,1,0.0,0.0,Merci
13938,1,0.0,0.0,Parfait cette 1 ere sur le chat !!!
13940,1,0.0,0.0,Le conseiller a ferme la conversation 
13941,1,0.0,0.0,"Echange inutile car la personne ne peut repondre a mes attentes
et deconnexion automatique ..."
13943,1,0.0,0.0,Personne tres reactive et agreable
13946,0,1.0,0.0,Le CHAT est efficace
13948,1,0.0,0.0,Merci pour votre reactivite.
13949,1,0.0,0.0,Rapide et precis.
13952,1,0.0,0.0,efficace
13954,1,0.0,0.0,"Jai pas eu de reponse a ma question le chat c mi sur votre avis
"
13957,1,0.0,0.0,Super reactivite ! 
13959,1,0.0,0.0,"je suis tres satisfait de ce service etant a l etranger je ne
peut point contacter ma banque via le telephone. Le chat me sauve la
vie :-)"
13960,1,0.0,0.0,"le conseiller a coupe la conversation simulant une panne peut
-etre......."
13961,1,0.0,0.0,"L echange etait rapide clair et plus precis que mon echange a ce
sujet avec mon ancien conseille en agence. (pas mon agent actuel je
precise)"
13962,1,0.0,0.0,"merci :)
"
13965,1,0.0,0.0,"Le service client a arrete le chat sans repondre a ma question a
deux reprises.je n ai pas eu jusqu a maintenant une reponse a ma demande"
13966,0,1.0,0.0,"probleme de virement de puits plus de 2 mois et rien a ete fait
"
13967,1,0.0,0.0,"on a fini la conversation avant qu on a commence a discuter les
problemes et questions que j ai eus"
13968,1,0.0,0.0,"on a quitte la conversation avant de repondre a mes questions
encore une fois"
13969,1,0.0,0.0,pas recu la fin du message
13973,1,0.0,0.0,"Satisfait du service. La formule  Chat  est rapide et efficace.
Par contre, le telephone fait attendre. Merci"
13974,1,0.0,0.0,"C est dommage que l historique du chat s efface si rapidement !
Parfois on jongle entre plusieurs fenetres et le temps de revenir
l information n est plus lisible."
13975,1,0.0,0.0,Merci Adlane tres competent(e)
13976,1,0.0,0.0,"cela fait 2 fois que ca me raccroche au nez...
"
13978,1,0.0,0.0,Jamais eu de soucis particulier avec cette banque :) 
13982,1,0.0,0.0,Je n ai pas eu le temps de copier le lien...
13983,1,0.0,0.0,Good.
13985,0,1.0,0.0,Merci pour la rapidite des reponses et la politesse ! =)
13987,1,0.0,0.0,"Pouvoir faire des paragraphes dans le chat conseiller et
afficher le chat dans une fenetre plus grande seraient deux ameliorations
appreciables."
13988,0,1.0,0.0,Merci
13989,1,0.0,0.0,clair et rapide
13990,1,0.0,0.0,Manque de clarte sur les modalites de certaines operations
13991,1,0.0,0.0,Parfait 
13992,1,0.0,0.0,Conseillere tres reactive 
13993,1,0.0,0.0,"Cela serait epatant site le site fonctionnait bien avec tous les
navigateurs :)"
13994,1,0.0,0.0,"LE service est bugge. Pas possible de terminer un message. Et de
toute facon aucune reponse "
13996,1,0.0,0.0,"Yanis a ete parfait! Il a pris le temps de repondre a toutes mes
questions, et meme meme apporte des infos en plus. Merci encore!"
14000,1,0.0,0.0,"Merci beaucoup !  Toujours tres efficace et serviable
"
14001,0,1.0,0.0,"difficile a contacter par mail qui reste sans reponse et manque
d information "
14002,1,0.0,0.0,"Super, conseillere tres reactive et a l ecoute"
14005,1,0.0,0.0,"Julien s est montre sympathique et patient, et a repondu a mes
questions. Merci"
14006,1,0.0,0.0,Catastrophique.
14009,1,0.0,0.0,"Tres reactive contrairement a mon conseiller qui se trouve en
agence. C est dommage de devoir passe par ce service mais satisfait de
l aide apporte via le chat"
14010,1,0.0,0.0,pratique efficace et agreable ! merci!
14011,1,0.0,0.0,"La conseillere m a tres bien renseigner. Elle a repondu a toutes
mes attentes et j en suis tres satisfaite. "
14012,1,0.0,0.0,Agreable echange avec Amelie tres professionnelle 
14013,1,0.0,0.0,"Tepond meme pas


"
14014,1,0.0,0.0,"Bon conseiller qui a su repondre a ma demande sans aucune
difficulte =D"
14015,1,0.0,0.0,"Elle a ete tres gentille, a repondu a toutes mes questions de
maniere claire et precise. "
14016,1,0.0,0.0,"Service efficace, rapide et moderne."
14018,1,0.0,0.0,A ete tres a l ecoute agreable et repondez tres vite 
14019,1,0.0,0.0,"Quel interet de mettre en place un chat si des operations tres
simples sont impossibles ???"
14021,0,1.0,0.0,"le chat s est coupe
"
14022,1,0.0,0.0,"Rapidite de comprehension du probleme, ainsi que la solution
pour le resoudre."
14023,1,0.0,0.0,"Le chat s est termine alors que je n avais pas fini de poser mes
questions..."
14025,1,0.0,0.0,"Excellente conseillere . J en suis tres satisfaite . Amandine a
su repondre a mes besoins . Merci a vous et bon courage "
14026,0,1.0,0.0,Efficace et rapide
14027,1,0.0,0.0,echange rapide et clair
14029,1,0.0,0.0,"Le service client par chat est genial, tres rapide et a
l ecoute, le conseiller repond rapidement, c est genial! "
14030,1,0.0,0.0,"J ai apprecie echanger avec Francois. Il a repondu tres
rapidement et clairement a ma question, et etant tres agreable et
rassurant.
Merci beaucoup. "
14032,1,0.0,0.0,Donner plus de pouvoir aux conseillers
14033,1,0.0,0.0,Parfait
14034,1,0.0,0.0,Bien recu sur le chat et reponse rapidement.
14035,1,0.0,0.0,"manque de reaction du cote de la messagerie quand on envoie un
message. Pas de suivi"
14036,1,0.0,0.0,Merci beaucoup une jeune femme tres competente 
14037,1,0.0,0.0,rapide efficace et cordial
14038,0,1.0,0.0,Dommage qu a la fin il faut toujours passer par un conseiller 
14039,1,0.0,0.0,"Tres poli, rapide et des informations tres completes "
14040,1,0.0,0.0,"super rapide et efficace, la conseillere a sut m aider et
repondre a mes questions et resoudre mon probleme rapidement. Encore merci
d ouvrir le chat tard malgre la fermeture des banques a 19h "
14043,0,1.0,0.0,Ras
14045,1,0.0,0.0,satisfait
14046,1,0.0,0.0,RAPIDE ET EFFICACE 
14047,1,0.0,0.0,"I wish you would have english counsellors as well for
international customers"
14048,0,1.0,0.0,"Le service client fait ce qu on attend de lui.  Parcontre la
banque non.."
14049,0,1.0,0.0,"je n avais pas finit ma conversation dommage
"
14051,0,1.0,0.0,Perdre 20 mn pour prendre un rdv ...... nul
14052,1,0.0,0.0,Pas de solution a mon besoin
14053,0,1.0,0.0,"Personne tres cordiale, a recommander."
14054,0,1.0,0.0,"Tres bien, reactive et poli"
14056,1,0.0,0.0,Conseils clairs et instantanes ! 
14057,1,0.0,0.0,she disconnected me for no reason
14058,0,1.0,0.0,Echange de qualite 
14059,0,1.0,0.0,"Le chat est un super outil. J avais une question technique et
pas le temps de passer a la banque l a poser. C est vraiment top! Par
contre ca serait bien de pouvoir acceder aux echanges meme une fois la
conversation terminee. "
14061,0,1.0,0.0,"Personne comprehensive, rapide et efficace. Apres les offres
bnpp sont toujours moins ininteressantes que la concurrence. Dommage."
14062,1,0.0,0.0,"les conseillers sont toujours top par contre la banque reste
cher tres peu presente la ou je vis saint jean le blanc pourtant dans une
grande ville pres d orleans et les cheques sont tres long a etre encaisse"
14064,1,0.0,0.0,tres sympathique et a l ecoute
14065,0,1.0,0.0,Efficace et rapide.
14067,0,1.0,0.0,simpa
14068,1,0.0,0.0,"Bonjour, la personne qui m a repondu a ete tres competente. Je
suis tout a fait satisfaite de cet echange.
Cependant, sur la forme, ce serait un plus que l on puisse enregistrer le
tchat .
Bonne journee"
14069,0,1.0,0.0,...
14070,0,1.0,0.0,test MOA
14071,1,0.0,0.0,Reponse a mes questions tres rapidement. Merci !!
14072,0,1.0,0.0,Tres satisfait de mon echange avec Melodie
14073,1,0.0,0.0,Interlocuteur tres poli et competent.
14077,1,0.0,0.0,A ete coupe et n ai eu aucune reponse de la part du conseiller
14078,0,1.0,0.0,"Vos informations sont contradictoires :sur le site il est
indique qu il est possible d obtenir un releve d information assurance par
le TCHAT et par le TCHAT le conseiller indique qu il faut passer par
telephone..."
14082,1,0.0,0.0,"Laetita est tres professionnelle. Force de vente, agreable, et
reactive. tres positive pour l image de marque.

Par contre je viens de me rendre compte que la promo a vie qu elle me
proposait etait uniquement de 0,50? par mois ... Dommage :)"
14088,1,0.0,0.0,Parfait!
14089,0,1.0,0.0,Je n ai pas pu voir la reponse.
14091,1,0.0,0.0,"Le service chat tres bin, sauf l attente pour parle a quelqu un
un peu long sinon rien a dire de plus !"
14092,1,0.0,0.0,"Tchatter me semble plus approprier que chatter mais c est du
wording ;) sinon delai de reponse rapide et plus pertinent que google,
continuez-comme ca
"
14093,1,0.0,0.0,"je n ai pas pu donner suite a l echange mais le conseiller a ete
tres courtois et aimable pour acceder a ma requete"
14099,1,0.0,0.0,"Le conseille avec lequel j ai converse ne m a du tout aide et
s est borne a lire ses fiches."
14100,1,0.0,0.0,Rapidite et Efficacite ! 
14103,1,0.0,0.0,"La conversation a ete terminee par BNP avant que ma question ait
ete repondue."
14105,1,0.0,0.0,Merci 
14106,1,0.0,0.0,tres bien 
14107,0,1.0,0.0,"Eviter les smileys, c est plus professionnel."
14108,0,1.0,0.0,Je trouve tres sympa et tres bien 
14110,1,0.0,0.0,merci
14112,1,0.0,0.0,Reponse rapide et clair ! 
14113,1,0.0,0.0,le conseiller a deliberement ferme la conversation 
14116,0,1.0,0.0,"l acceuil du chat est efficace et assez agreable dans la mesure
de leur possibilite mais beaucoup moins avec le conseiller agence dailleurs
j envisage de changer de banque. salutations"
14117,1,0.0,0.0,Leila a ete d un grand aide et d un grand professionnalisme. 
14118,1,0.0,0.0,"CONVERSATION PAS TERMINEE , MEME POINT , POUVEZ VOUS ME
COMMANDER UNE NOUVELLE CARTE TRES TRAPIDEMENT ??"
14119,1,0.0,0.0,"on lm a fourni un num de tel qui ne fonctionne effectivement pas
de le tranger malgre ma requete specifique :(
tres enervant
"
14120,1,0.0,0.0,"Interlocuteur tout a fait competent et tres reactif
Je suis tres satisfait"
14121,1,0.0,0.0,"tres bons renseignements, Tiffany tres reactive et de bons
conseils "
14122,1,0.0,0.0,parfait toute l attention 
14123,1,0.0,0.0,Super pratique 
14125,1,0.0,0.0,aucune aide
14126,1,0.0,0.0,N as pas repondu a ma question et m a deconnecte
14127,1,0.0,0.0,Tres difficile de parler a un conseiller chez vous
14128,1,0.0,0.0,satisfait
14129,1,0.0,0.0,"La communication a brusquement coupe...
"
14130,1,0.0,0.0,"J?attend toujours la reponse a ma question. Le chat c?est ferme
mais rien... je vais reessaye. Un big peux etre "
14133,1,0.0,0.0,Tres bien
14137,0,1.0,0.0,Bonne fluidite et interaction.
14139,1,0.0,0.0,super et tres efficace
14141,0,1.0,0.0,"bon accueil, bonne reactivite"
14142,1,0.0,0.0,Merci a Solene pour son intervention et son aide.
14143,1,0.0,0.0,"Lucie est tres bien, rien a dire reponses concises et tres
conciliante "
14144,1,0.0,0.0,rapide et e
14145,0,1.0,0.0,ne pas laisse finir mon message 
14147,0,1.0,0.0,Cool
14149,1,0.0,0.0,Bravo pour votre reactivite.
14150,1,0.0,0.0,"Service interrompu au moment de la la reponse. Inadmissible !
"
14152,1,0.0,0.0,"Je n ai echanger avec personne, aucune reponse a ma question"
14153,0,1.0,0.0,Essaye de joindre ma conseillere 
14157,1,0.0,0.0,tres patient au vu ma frustation
14159,1,0.0,0.0,Merci a Davina explication tres claire
14160,0,1.0,0.0,"Pourquoi j etais couper de la conversation avec mon conseiller?
Pouvez vous me laisser un peu de temps de gerer, avant de decider de
quitter la conversation a la place de client, svp???? "
14161,0,1.0,0.0,Excellent!
14162,1,0.0,0.0,Merci pour donner a vos clients la possibilite de s exprimer
14163,1,0.0,0.0,Merci Amandine d avoir apporte une solution a ma demande!
14164,1,0.0,0.0,"Rien a dire sur la personne que je viens d avoir en ligne, a
essayer de me conseiller au mieux"
14166,1,0.0,0.0,"rien de special a dire, si ce n est que je suis satisfaite des
echanges."
14168,1,0.0,0.0,Tres bonne communication.
14169,1,0.0,0.0,"Il sera aimable que lorsque nous posions une question son nous
reponde sans quitter la conversation en la laissons sans reponse "
14170,1,0.0,0.0,Merci
14171,1,0.0,0.0,Meric beaucoup
14172,1,0.0,0.0,Ras
14173,1,0.0,0.0,"manques fonctionnels du site bnp.net pas possibilite d editer
des documents exp :virement sepa"
14174,1,0.0,0.0,Rien a dire 
14175,1,0.0,0.0,"Merci pour la fiabilite de la reponse
"
14179,1,0.0,0.0,Merci!
14180,0,1.0,0.0,"Bien renseigne
"
14181,1,0.0,0.0,"le conseiller a mis fin a la discussion sans raison et des le
debut"
14182,1,0.0,0.0,"Chatt reactif et conseiller en ligne competent et
professionnel"
14183,0,1.0,0.0,"Guere heureuse de cette banque, qui est a son service avant
d etre au service du client."
14184,1,0.0,0.0,"Tout s est parfaitement passe, plus facile que d avoir un retour
de la part de mon conseiller par messagerie securisee!"
14185,1,0.0,0.0,Tres rapide et efficace merci a Melanie!
14187,1,0.0,0.0,"Premier essai et experience plutot tres bonne! Bon service!
Merci!"
14188,0,1.0,0.0,"Rien a redire, le conseiller a repondu a temps a toutes mes
questions. "
14190,0,1.0,0.0,"ca ma aider
"
14191,1,0.0,0.0,rapide!
14194,1,0.0,0.0,Je n ai mm pas eu de reponse!
14196,1,0.0,0.0,Tres rapide et tres conviviale
14197,1,0.0,0.0,Les services sont cher et pas forcement de qualite.
14198,1,0.0,0.0,merci pour votre gentillesse
14199,1,0.0,0.0,;-)
14200,1,0.0,0.0,Tres bien 
14201,1,0.0,0.0,"incapable de donner un numero de compte , lamentable"
14202,1,0.0,0.0,Vous avez termine sans raison
14203,1,0.0,0.0,Reponse rapide et precise 
14205,1,0.0,0.0,"Probleme rapidement regle, merci pour votre aide"
14206,1,0.0,0.0,Merci!
14207,0,1.0,0.0,Merci
14208,1,0.0,0.0,Mme Amandine est aimable. Merci BNP
14209,1,0.0,0.0,parfait reponse rapide et efficace
14210,1,0.0,0.0,"Elle n?a repondu a rien du tout !!! Je ne sais meme pas si ma
demande a ete prise en compte"
14212,1,0.0,0.0,Conseiller efficace et tres l ecoute
14213,1,0.0,0.0,"Reponses aux questions, conseillere tres agreable."
14214,1,0.0,0.0,Tres content. A l?ecoute de nos demande. Tres reactive. 
14215,1,0.0,0.0,"La connexion s?est arretee alors que j?etais en train d?ecrire,
Fanny n?a pas eu la patience d?attendre l?envoi de mon message...."
14216,1,0.0,0.0,Tres efficace. 
14217,0,1.0,0.0,"Echange arrete sans que je sois prevenue, je me suis retrouvee
en plant devant mon ordinateur..."
14219,0,1.0,0.0,Reponse clair 
14220,1,0.0,0.0,"2 fonctionnalites manquent au tcahtt : notif son et notif dans
l onglet lorsque l on recoit des messages. aucune alerte n apparait pour le
moment.
merci"
14221,1,0.0,0.0,Je n ai pas eu de retour de votre part
14222,1,0.0,0.0,EXCELLENT SERVICE
14223,1,0.0,0.0,Excellent.
14224,1,0.0,0.0,toujours aussi pro et rapide
14225,0,1.0,0.0,"Devoir payer 9 euros pour recevoir mon code pin qui ne m a pas
ete envoye est tout simplement stupefiant"
14226,1,0.0,0.0,"tres pratique et utilisation conviviale
"
14227,1,0.0,0.0,Rapide et efficace. Merci a Gael tres pro. 
14228,1,0.0,0.0,"J ai bien aime le service chat , c est rapide toutbest clair on
ma bien explique et repondu  a ma question , tres satisfaite"
14229,1,0.0,0.0,Echanges tres pros tres efficaces merci
14231,1,0.0,0.0,"Cecile a repondu a toutes mes questions et m a donne plus
d informations que j attendais d un service chat, qualite irreprochable du
service du conseiller par chat, MERCI! "
14233,0,1.0,0.0,"c est un peu long pour les reponses , le telephone serait plus
rapide , mais j ai quand meme un rendez vous pour mon projet"
14237,1,0.0,0.0,parfait
14238,1,0.0,0.0,"service reactif, conseiller a l ecoute, tres sympathique et
disponible meme apres les heures de fermetures des agences."
14243,0,1.0,0.0,Le chat s est arrete d un coup...
14244,1,0.0,0.0,renseignements complets
14246,1,0.0,0.0,"Le conseiller a repondu a toutes mes questions et en plus m a
alerte sur la promotion de la carte Classic"
14250,1,0.0,0.0,Les conseillers sont toujours a l ecoute
14251,1,0.0,0.0,merci et continuez
14257,1,0.0,0.0,Pas d echange
14259,1,0.0,0.0,"Le system est deja tres bien, mais je voudrais avoir une moyen
de conserver la conversation. (Le chat se ferme toute de suite apres la
cloture, je voudrais avoir un moyen de revoir les conversations)"
14260,1,0.0,0.0,Merci de votre reactivite
14261,0,1.0,0.0,"Service fiable reactif rapide et aimable . La facon de
vulgariser l?information est tres appreciable "
14262,1,0.0,0.0,"Tres beniefique . Et des agents tres serviable et surtout
competents "
14263,1,0.0,0.0,dialogue et informations parfaits
14265,1,0.0,0.0,Tres bien recu
14266,0,1.0,0.0,La conseillere avait l 
14268,1,0.0,0.0,"Dommage que la satisfaction soit due aux  competences des
collaborateurs  en ligne . Pourquoi rester chez BNPP alors ?"
14269,1,0.0,0.0,Merci de la disponibilite et de la competence du conseiller
14270,1,0.0,0.0,Les personnes que j ai eu etaient charmantes et efficaces
14272,0,1.0,0.0,"Trop lent a repondre, et banque qui veut trop soutirer d argent
a ses clients pour la moindre raison."
14273,1,0.0,0.0,"Efficacite, qualite"
14275,1,0.0,0.0,Tres bonnes explications. Claire precise
14277,1,0.0,0.0,je n arrive pas a etre renseignee
14281,1,0.0,0.0,"La conseillere etait tres competente et a pu repondre a toutes
mes questions en detail. Je suis tres satisfaite de notre chat. "
14282,0,1.0,0.0,"je ne comprend pas pourquoi la conversation s est coupe je
n avais pas fini... "
14283,1,0.0,0.0,"Le chat tres efficace et la conseillere de l autre cote
egalement. Mais le systeme de message prive est completement inefficace car
personne ne m a repondu en 2 semaines..."
14284,1,0.0,0.0,"bonne conseillere qui a su repondre a l ensemble de mes attentes
et m orienter dans mon choix."
14285,1,0.0,0.0,"Tres bon service arrangeant ! m evite d attendre en appelant ou
d aller en agence.
"
14286,1,0.0,0.0,Service Tres efficace
14287,0,1.0,0.0,"La messagerie a couper, je n ai pas eu de reponse."
14288,1,0.0,0.0,Personne tres sympa et a l ecoute
14291,0,1.0,0.0,"conversation terminee unilateralement...j avais encore des
questions ..."
14292,1,0.0,0.0,"Merci beaucoup, efficace et agreable, tres bon service"
14295,1,0.0,0.0,Mr Loulson c est le meilleur !!!!
14296,0,1.0,0.0,Le chat c est terminer sans fin
14297,1,0.0,0.0,couper le tchat
14298,1,0.0,0.0,tres bonne accueil de la conseiller
14299,1,0.0,0.0,tres bon conseiller et courtois
14301,1,0.0,0.0,rapide efficace et proffesionnelle. Merci !
14302,0,1.0,0.0,Toujours aussi pratique et efficace :) 
14303,0,1.0,0.0,tres gentille 
14305,1,0.0,0.0,Impeccable
14306,1,0.0,0.0,"RAS, Maxime a ete au Top ! bonne journee a toute l equipe."
14307,0,1.0,0.0,"Ils n?ont pas la main les conseillers a distance. Ils disent de
voir en agence "
14309,1,0.0,0.0,rapide et efficace ! je remercie Anastasia!
14313,1,0.0,0.0,service tres precis et utile.
14316,1,0.0,0.0,"Nul
"
14317,1,0.0,0.0,"30min pour repondre a 3 questions sans meme etre precis sur les
reponses, va falloir passer la seconde chez bnp !"
14318,0,1.0,0.0,"Le service client est tres bien, c est la banque qui ne l est
pas"
14322,1,0.0,0.0,"Conseiller tres pro et efficace, resolution complete du
probleme"
14323,1,0.0,0.0,"RAS...excellente proximite, bon timing et tres professionnel"
14325,1,0.0,0.0,Le chat est toujours efficace dans les reponses apportees 
14328,1,0.0,0.0,"Temps de reponse tres long, conseiller s est deconnecte avant
meme de me demander si j avais d autres questions"
14329,1,0.0,0.0,"Christophe est au top ! Merci totof
 "
14331,1,0.0,0.0,Accueil tres professionnel.
14333,1,0.0,0.0,"La connexion a ete coupee (mais cela venait sans doute de ma
connexion, je suis a l etranger)
"
14334,0,1.0,0.0,"Il vaut mieux n avoir besoin de rien lorsque l on vous contacte.
Au moins on est certain de ne rien obtenir"
14336,0,1.0,0.0,...
14337,1,0.0,0.0,"Conseillere a l ecoute et patiente. Tres bien
"
14338,1,0.0,0.0,"tres bonne accueille et surtout superbe qualite d?adaptation
face a la situation de chacun encore mercie  "
14339,1,0.0,0.0,super
